sale_date,class_id,sale_quantity
201211,198427,10
201212,198427,16
201301,198427,31
201303,198427,26
201304,198427,10
201305,198427,5
201306,198427,5
201309,198427,16
201311,198427,5
201401,198427,16
201402,198427,10
201412,198427,16
201501,198427,57
201502,198427,47
201503,198427,26
201504,198427,36
201505,198427,104
201506,198427,47
201507,198427,78
201508,198427,57
201509,198427,73
201510,198427,114
201511,198427,68
201512,198427,161
201601,198427,94
201602,198427,42
201603,198427,140
201604,198427,119
201605,198427,119
201606,198427,135
201607,198427,135
201608,198427,109
201609,198427,156
201610,198427,208
201611,198427,187
201612,198427,317
201701,198427,167
201702,198427,135
201703,198427,151
201704,198427,171
201705,198427,83
201706,198427,109
201707,198427,83
201708,198427,84
201709,198427,125
201710,198427,99
201507,206765,19
201508,206765,108
201509,206765,165
201510,206765,417
201511,206765,620
201512,206765,670
201601,206765,1126
201602,206765,670
201603,206765,844
201604,206765,796
201605,206765,1068
201606,206765,1261
201607,206765,1280
201608,206765,1523
201609,206765,1678
201610,206765,1581
201611,206765,1592
201612,206765,2571
201701,206765,767
201702,206765,912
201703,206765,2086
201704,206765,1659
201705,206765,2523
201706,206765,1940
201707,206765,1979
201708,206765,1950
201709,206765,2347
201710,206765,2057
201201,209945,168
201202,209945,107
201203,209945,206
201204,209945,198
201205,209945,221
201206,209945,213
201207,209945,243
201208,209945,252
201209,209945,274
201210,209945,342
201211,209945,205
201212,209945,107
201301,209945,283
201302,209945,114
201303,209945,122
201304,209945,168
201305,209945,236
201306,209945,174
201307,209945,265
201308,209945,327
201309,209945,335
201310,209945,198
201311,209945,267
201312,209945,221
201401,209945,343
201402,209945,191
201403,209945,236
201404,209945,282
201405,209945,282
201406,209945,311
201407,209945,358
201408,209945,297
201409,209945,396
201410,209945,320
201411,209945,289
201412,209945,304
201501,209945,608
201502,209945,312
201503,209945,260
201504,209945,388
201505,209945,450
201506,209945,327
201507,209945,343
201508,209945,493
201509,209945,563
201510,209945,562
201511,209945,517
201512,209945,351
201601,209945,319
201602,209945,174
201603,209945,426
201604,209945,503
201605,209945,379
201606,209945,440
201607,209945,532
201608,209945,471
201609,209945,562
201610,209945,319
201611,209945,395
201612,209945,273
201701,209945,395
201702,209945,266
201703,209945,403
201704,209945,342
201705,209945,357
201706,209945,243
201707,209945,198
201708,209945,206
201709,209945,273
201710,209945,91
201408,219195,15
201409,219195,50
201410,219195,65
201411,219195,110
201412,219195,125
201501,219195,200
201502,219195,200
201503,219195,135
201504,219195,205
201505,219195,150
201506,219195,130
201507,219195,165
201508,219195,180
201509,219195,220
201510,219195,255
201511,219195,185
201512,219195,250
201601,219195,430
201602,219195,150
201603,219195,250
201604,219195,210
201605,219195,230
201606,219195,140
201607,219195,210
201608,219195,240
201609,219195,230
201610,219195,435
201611,219195,490
201612,219195,630
201701,219195,265
201702,219195,275
201703,219195,260
201704,219195,200
201705,219195,240
201706,219195,130
201707,219195,220
201708,219195,155
201709,219195,160
201710,219195,125
201304,221795,9
201305,221795,91
201306,221795,45
201307,221795,136
201308,221795,109
201309,221795,92
201310,221795,110
201311,221795,173
201312,221795,81
201401,221795,218
201402,221795,119
201403,221795,82
201404,221795,164
201405,221795,155
201406,221795,209
201407,221795,237
201408,221795,319
201409,221795,300
201410,221795,310
201411,221795,245
201412,221795,136
201501,221795,282
201502,221795,146
201503,221795,182
201504,221795,218
201505,221795,301
201506,221795,219
201507,221795,201
201508,221795,200
201509,221795,228
201510,221795,237
201511,221795,228
201512,221795,236
201601,221795,365
201602,221795,201
201603,221795,274
201604,221795,391
201605,221795,336
201606,221795,355
201607,221795,374
201608,221795,446
201609,221795,401
201610,221795,246
201611,221795,228
201612,221795,391
201701,221795,155
201702,221795,127
201703,221795,355
201704,221795,337
201705,221795,392
201706,221795,227
201707,221795,309
201708,221795,400
201709,221795,337
201710,221795,391
201604,245609,6
201605,245609,17
201606,245609,117
201607,245609,78
201608,245609,94
201609,245609,160
201610,245609,116
201611,245609,161
201612,245609,238
201701,245609,34
201702,245609,72
201703,245609,139
201704,245609,73
201705,245609,105
201706,245609,106
201707,245609,72
201708,245609,122
201709,245609,99
201710,245609,121
201201,248352,1713
201202,248352,1117
201203,248352,1293
201204,248352,1192
201205,248352,1310
201206,248352,881
201207,248352,1202
201208,248352,975
201209,248352,1177
201210,248352,1327
201211,248352,1126
201212,248352,2050
201301,248352,1428
201302,248352,1099
201303,248352,747
201304,248352,916
201305,248352,1066
201306,248352,731
201307,248352,847
201308,248352,639
201309,248352,722
201310,248352,1040
201311,248352,765
201312,248352,1100
201401,248352,1629
201402,248352,713
201403,248352,815
201404,248352,891
201405,248352,723
201406,248352,596
201407,248352,654
201408,248352,612
201409,248352,1151
201410,248352,866
201411,248352,747
201412,248352,1300
201501,248352,1697
201502,248352,1453
201503,248352,873
201504,248352,724
201505,248352,966
201506,248352,653
201507,248352,747
201508,248352,906
201509,248352,1419
201510,248352,2362
201511,248352,916
201512,248352,2570
201601,248352,1437
201602,248352,1125
201603,248352,940
201604,248352,269
201605,248352,655
201606,248352,823
201607,248352,261
201608,248352,486
201609,248352,554
201610,248352,428
201611,248352,872
201612,248352,1150
201701,248352,570
201702,248352,445
201703,248352,310
201704,248352,343
201705,248352,345
201706,248352,385
201707,248352,369
201708,248352,361
201709,248352,269
201710,248352,260
201611,249875,9
201612,249875,138
201701,249875,156
201702,249875,95
201703,249875,215
201704,249875,190
201705,249875,163
201706,249875,95
201707,249875,112
201708,249875,180
201709,249875,147
201710,249875,138
201603,250658,29
201604,250658,43
201605,250658,50
201606,250658,65
201607,250658,158
201608,250658,151
201609,250658,166
201610,250658,173
201611,250658,122
201612,250658,238
201701,250658,86
201702,250658,130
201703,250658,144
201704,250658,115
201705,250658,180
201706,250658,151
201707,250658,144
201708,250658,187
201709,250658,288
201710,250658,187
201202,265980,26
201203,265980,64
201204,265980,83
201205,265980,122
201206,265980,51
201207,265980,237
201208,265980,269
201209,265980,211
201210,265980,250
201211,265980,244
201212,265980,198
201301,265980,825
201302,265980,563
201303,265980,404
201304,265980,236
201305,265980,288
201306,265980,230
201307,265980,243
201308,265980,307
201309,265980,160
201310,265980,262
201311,265980,256
201312,265980,288
201401,265980,928
201402,265980,570
201403,265980,384
201404,265980,211
201405,265980,211
201406,265980,224
201407,265980,237
201408,265980,211
201409,265980,211
201410,265980,262
201411,265980,199
201412,265980,211
201501,265980,505
201502,265980,529
201503,265980,580
201504,265980,359
201505,265980,237
201506,265980,276
201507,265980,300
201508,265980,338
201509,265980,269
201510,265980,269
201511,265980,339
201512,265980,313
201601,265980,287
201602,265980,325
201603,265980,248
201604,265980,218
201605,265980,217
201606,265980,205
201607,265980,173
201608,265980,217
201609,265980,288
201610,265980,294
201611,265980,282
201612,265980,378
201701,265980,230
201702,265980,307
201703,265980,340
201704,265980,230
201705,265980,269
201706,265980,212
201707,265980,236
201708,265980,198
201709,265980,461
201710,265980,204
201501,270690,58
201502,270690,691
201503,270690,1689
201504,270690,1229
201505,270690,1200
201506,270690,759
201507,270690,759
201508,270690,951
201509,270690,923
201510,270690,1325
201511,270690,884
201512,270690,969
201601,270690,893
201602,270690,1046
201603,270690,1287
201604,270690,710
201605,270690,1075
201606,270690,1046
201607,270690,749
201608,270690,797
201609,270690,1075
201610,270690,1085
201611,270690,1124
201612,270690,1565
201701,270690,691
201702,270690,1497
201703,270690,1095
201704,270690,692
201705,270690,826
201706,270690,864
201707,270690,883
201708,270690,701
201709,270690,806
201710,270690,595
201201,281301,965
201202,281301,650
201203,281301,745
201204,281301,759
201205,281301,863
201206,281301,679
201207,281301,891
201208,281301,606
201209,281301,767
201210,281301,841
201211,281301,1044
201212,281301,679
201301,281301,1555
201302,281301,825
201303,281301,686
201304,281301,826
201305,281301,1169
201306,281301,701
201307,281301,927
201308,281301,775
201309,281301,891
201310,281301,906
201311,281301,905
201312,281301,738
201401,281301,1073
201402,281301,759
201403,281301,759
201404,281301,702
201405,281301,723
201406,281301,671
201407,281301,722
201408,281301,687
201409,281301,927
201410,281301,737
201411,281301,871
201412,281301,664
201501,281301,1204
201502,281301,745
201503,281301,723
201504,281301,649
201505,281301,657
201506,281301,547
201507,281301,613
201508,281301,555
201509,281301,796
201510,281301,694
201511,281301,643
201512,281301,694
201601,281301,948
201602,281301,474
201603,281301,562
201604,281301,496
201605,281301,373
201606,281301,511
201607,281301,505
201608,281301,605
201609,281301,687
201610,281301,708
201611,281301,606
201612,281301,1102
201701,281301,795
201702,281301,410
201703,281301,715
201704,281301,548
201705,281301,569
201706,281301,554
201707,281301,621
201708,281301,584
201709,281301,584
201710,281301,329
201406,281792,49
201407,281792,49
201408,281792,49
201409,281792,39
201410,281792,118
201411,281792,118
201412,281792,177
201501,281792,304
201502,281792,255
201503,281792,246
201504,281792,176
201505,281792,246
201506,281792,206
201507,281792,176
201508,281792,334
201509,281792,304
201510,281792,314
201511,281792,324
201512,281792,490
201601,281792,333
201602,281792,167
201603,281792,402
201604,281792,461
201605,281792,392
201606,281792,304
201607,281792,294
201608,281792,392
201609,281792,461
201610,281792,333
201611,281792,431
201612,281792,539
201701,281792,167
201702,281792,343
201703,281792,362
201704,281792,382
201705,281792,393
201706,281792,246
201707,281792,295
201708,281792,373
201709,281792,363
201710,281792,481
201406,289386,89
201407,289386,157
201408,289386,148
201409,289386,236
201410,289386,138
201411,289386,235
201412,289386,187
201501,289386,441
201502,289386,333
201503,289386,255
201504,289386,323
201505,289386,295
201506,289386,295
201507,289386,333
201508,289386,373
201509,289386,295
201510,289386,393
201511,289386,529
201512,289386,539
201601,289386,411
201602,289386,343
201603,289386,480
201604,289386,677
201605,289386,413
201606,289386,392
201607,289386,354
201608,289386,304
201609,289386,471
201610,289386,255
201611,289386,373
201612,289386,667
201701,289386,324
201702,289386,197
201703,289386,324
201704,289386,305
201705,289386,490
201706,289386,314
201707,289386,334
201708,289386,284
201709,289386,305
201710,289386,441
201605,289403,9
201606,289403,9
201607,289403,18
201608,289403,120
201609,289403,222
201610,289403,298
201611,289403,204
201612,289403,171
201701,289403,400
201702,289403,231
201703,289403,359
201704,289403,213
201705,289403,222
201706,289403,179
201707,289403,375
201708,289403,264
201709,289403,299
201710,289403,272
201201,290854,632
201202,290854,276
201203,290854,260
201204,290854,330
201205,290854,375
201206,290854,392
201207,290854,500
201208,290854,320
201209,290854,250
201210,290854,223
201211,290854,134
201212,290854,213
201301,290854,676
201302,290854,178
201303,290854,303
201304,290854,223
201305,290854,436
201306,290854,268
201307,290854,357
201308,290854,365
201309,290854,419
201310,290854,436
201311,290854,338
201312,290854,108
201401,290854,472
201402,290854,268
201403,290854,205
201404,290854,188
201405,290854,276
201406,290854,125
201407,290854,276
201408,290854,116
201409,290854,276
201410,290854,286
201411,290854,143
201412,290854,259
201501,290854,580
201502,290854,347
201503,290854,303
201504,290854,224
201505,290854,225
201506,290854,153
201507,290854,179
201508,290854,251
201509,290854,419
201510,290854,161
201511,290854,117
201512,290854,170
201601,290854,187
201602,290854,205
201603,290854,321
201604,290854,508
201605,290854,277
201606,290854,206
201607,290854,223
201608,290854,250
201609,290854,320
201610,290854,232
201611,290854,232
201612,290854,232
201701,290854,222
201702,290854,179
201703,290854,214
201704,290854,161
201705,290854,241
201706,290854,71
201707,290854,81
201708,290854,285
201709,290854,393
201710,290854,205
201201,291086,507
201202,291086,272
201203,291086,385
201204,291086,489
201205,291086,516
201206,291086,638
201207,291086,751
201208,291086,686
201209,291086,667
201210,291086,630
201211,291086,601
201212,291086,545
201301,291086,1089
201302,291086,442
201303,291086,715
201304,291086,649
201305,291086,912
201306,291086,704
201307,291086,733
201308,291086,723
201309,291086,676
201310,291086,356
201311,291086,338
201312,291086,451
201401,291086,1043
201402,291086,526
201403,291086,489
201404,291086,658
201405,291086,827
201406,291086,817
201407,291086,846
201408,291086,657
201409,291086,1025
201410,291086,1015
201411,291086,694
201412,291086,826
201501,291086,1420
201502,291086,921
201503,291086,743
201504,291086,940
201505,291086,1081
201506,291086,978
201507,291086,1014
201508,291086,1221
201509,291086,1166
201510,291086,1108
201511,291086,1382
201512,291086,855
201601,291086,1363
201602,291086,573
201603,291086,827
201604,291086,630
201605,291086,1165
201606,291086,668
201607,291086,808
201608,291086,789
201609,291086,836
201610,291086,714
201611,291086,724
201612,291086,1232
201701,291086,611
201702,291086,507
201703,291086,554
201704,291086,555
201705,291086,903
201706,291086,949
201707,291086,629
201708,291086,386
201709,291086,376
201710,291086,320
201209,291514,5
201212,291514,10
201301,291514,30
201302,291514,50
201303,291514,45
201304,291514,20
201305,291514,70
201306,291514,40
201307,291514,40
201308,291514,40
201309,291514,55
201310,291514,65
201311,291514,115
201312,291514,75
201401,291514,135
201402,291514,45
201403,291514,70
201404,291514,130
201405,291514,75
201406,291514,55
201407,291514,85
201408,291514,50
201409,291514,80
201410,291514,90
201411,291514,85
201412,291514,110
201501,291514,180
201502,291514,130
201503,291514,75
201504,291514,100
201505,291514,165
201506,291514,155
201507,291514,160
201508,291514,140
201509,291514,155
201510,291514,150
201511,291514,155
201512,291514,170
201601,291514,220
201602,291514,150
201603,291514,140
201604,291514,145
201605,291514,100
201606,291514,120
201607,291514,55
201608,291514,95
201609,291514,105
201610,291514,105
201611,291514,60
201612,291514,185
201701,291514,75
201702,291514,35
201703,291514,55
201704,291514,90
201705,291514,75
201706,291514,95
201707,291514,60
201708,291514,50
201709,291514,95
201710,291514,50
201611,302513,34
201612,302513,217
201701,302513,170
201702,302513,89
201703,302513,143
201704,302513,197
201705,302513,116
201706,302513,143
201707,302513,156
201708,302513,95
201709,302513,109
201710,302513,170
201201,304458,499
201202,304458,167
201203,304458,275
201204,304458,141
201205,304458,282
201206,304458,191
201207,304458,282
201208,304458,191
201209,304458,209
201210,304458,132
201211,304458,217
201212,304458,84
201301,304458,348
201302,304458,141
201303,304458,91
201304,304458,116
201305,304458,241
201306,304458,215
201307,304458,323
201308,304458,299
201309,304458,307
201310,304458,258
201311,304458,183
201312,304458,150
201401,304458,373
201402,304458,107
201403,304458,100
201404,304458,175
201405,304458,207
201406,304458,100
201407,304458,158
201408,304458,334
201409,304458,366
201410,304458,331
201411,304458,432
201412,304458,581
201501,304458,672
201502,304458,580
201503,304458,356
201504,304458,331
201505,304458,440
201506,304458,440
201507,304458,606
201508,304458,522
201509,304458,597
201510,304458,640
201511,304458,605
201512,304458,905
201601,304458,480
201602,304458,349
201603,304458,481
201604,304458,747
201605,304458,390
201606,304458,449
201607,304458,432
201608,304458,532
201609,304458,565
201610,304458,298
201611,304458,432
201612,304458,739
201701,304458,448
201702,304458,490
201703,304458,548
201704,304458,506
201705,304458,448
201706,304458,473
201707,304458,706
201708,304458,731
201709,304458,605
201710,304458,373
201307,308913,114
201308,308913,238
201309,308913,197
201310,308913,402
201311,308913,319
201312,308913,262
201401,308913,476
201402,308913,205
201403,308913,278
201404,308913,320
201405,308913,311
201406,308913,213
201407,308913,189
201408,308913,304
201409,308913,500
201410,308913,401
201411,308913,297
201412,308913,378
201501,308913,796
201502,308913,501
201503,308913,312
201504,308913,295
201505,308913,303
201506,308913,312
201507,308913,311
201508,308913,278
201509,308913,196
201510,308913,253
201511,308913,328
201512,308913,254
201601,308913,262
201602,308913,122
201603,308913,180
201604,308913,205
201605,308913,107
201606,308913,123
201607,308913,148
201608,308913,123
201609,308913,188
201610,308913,213
201611,308913,148
201612,308913,81
201701,308913,82
201702,308913,49
201703,308913,41
201704,308913,57
201705,308913,74
201706,308913,123
201707,308913,122
201708,308913,237
201709,308913,132
201710,308913,139
201201,321683,478
201202,321683,248
201203,321683,172
201204,321683,207
201205,321683,342
201206,321683,529
201207,321683,836
201208,321683,646
201209,321683,750
201210,321683,809
201211,321683,512
201212,321683,630
201301,321683,792
201302,321683,442
201303,321683,494
201304,321683,477
201305,321683,912
201306,321683,750
201307,321683,1030
201308,321683,783
201309,321683,987
201310,321683,953
201311,321683,877
201312,321683,724
201401,321683,1369
201402,321683,826
201403,321683,1030
201404,321683,1251
201405,321683,1387
201406,321683,1105
201407,321683,1413
201408,321683,1386
201409,321683,1395
201410,321683,1380
201411,321683,971
201412,321683,954
201501,321683,1837
201502,321683,1175
201503,321683,1165
201504,321683,997
201505,321683,1167
201506,321683,1550
201507,321683,1312
201508,321683,1592
201509,321683,1966
201510,321683,1573
201511,321683,1515
201512,321683,1183
201601,321683,1624
201602,321683,980
201603,321683,1726
201604,321683,1149
201605,321683,1727
201606,321683,1498
201607,321683,1820
201608,321683,1828
201609,321683,2024
201610,321683,1879
201611,321683,2262
201612,321683,2628
201701,321683,851
201702,321683,844
201703,321683,1633
201704,321683,1531
201705,321683,1488
201706,321683,1464
201707,321683,1795
201708,321683,1914
201709,321683,2067
201710,321683,2186
201707,340175,9
201708,340175,178
201709,340175,244
201710,340175,113
201210,347384,175
201211,347384,717
201212,347384,2070
201301,347384,2281
201302,347384,1812
201303,347384,1692
201304,347384,1812
201305,347384,2291
201306,347384,1583
201307,347384,2024
201308,347384,1921
201309,347384,2446
201310,347384,1848
201311,347384,2126
201312,347384,2824
201401,347384,4856
201402,347384,2088
201403,347384,2152
201404,347384,2088
201405,347384,2310
201406,347384,1997
201407,347384,2872
201408,347384,2493
201409,347384,3322
201410,347384,3045
201411,347384,2538
201412,347384,3461
201501,347384,5337
201502,347384,4270
201503,347384,2438
201504,347384,2025
201505,347384,2355
201506,347384,1794
201507,347384,1839
201508,347384,2235
201509,347384,3791
201510,347384,6255
201511,347384,3037
201512,347384,7066
201601,347384,4278
201602,347384,3091
201603,347384,1361
201604,347384,663
201605,347384,2345
201606,347384,3661
201607,347384,2419
201608,347384,2465
201609,347384,4002
201610,347384,3238
201611,347384,3873
201612,347384,7563
201701,347384,3579
201702,347384,2235
201703,347384,1610
201704,347384,1702
201705,347384,2751
201706,347384,2475
201707,347384,2558
201708,347384,1527
201709,347384,2613
201710,347384,2898
201509,348641,64
201510,348641,202
201511,348641,321
201512,348641,312
201601,348641,671
201602,348641,267
201603,348641,331
201604,348641,378
201605,348641,341
201606,348641,414
201607,348641,294
201608,348641,570
201609,348641,515
201610,348641,506
201611,348641,617
201612,348641,1261
201701,348641,451
201702,348641,257
201703,348641,451
201704,348641,414
201705,348641,488
201706,348641,387
201707,348641,442
201708,348641,413
201709,348641,405
201710,348641,340
201201,349023,2522
201202,349023,1571
201203,349023,2106
201204,349023,1436
201205,349023,2571
201206,349023,2425
201207,349023,2367
201208,349023,2009
201209,349023,2202
201210,349023,3154
201211,349023,2114
201212,349023,1969
201301,349023,4123
201302,349023,1863
201303,349023,1717
201304,349023,2386
201305,349023,3269
201306,349023,1921
201307,349023,2697
201308,349023,2939
201309,349023,3348
201310,349023,3260
201311,349023,3037
201312,349023,2552
201401,349023,4860
201402,349023,2135
201403,349023,1960
201404,349023,2271
201405,349023,2328
201406,349023,1891
201407,349023,2435
201408,349023,2502
201409,349023,2853
201410,349023,1871
201411,349023,1407
201412,349023,2088
201501,349023,4434
201502,349023,3163
201503,349023,1824
201504,349023,1815
201505,349023,2008
201506,349023,1737
201507,349023,1930
201508,349023,1455
201509,349023,1951
201510,349023,1698
201511,349023,1582
201512,349023,1814
201601,349023,1960
201602,349023,1271
201603,349023,815
201604,349023,1135
201605,349023,1038
201606,349023,777
201607,349023,1155
201608,349023,1659
201609,349023,1640
201610,349023,923
201611,349023,904
201612,349023,2105
201701,349023,727
201702,349023,486
201703,349023,785
201704,349023,562
201705,349023,748
201706,349023,612
201707,349023,786
201708,349023,679
201709,349023,941
201710,349023,941
201501,350259,48
201502,350259,119
201503,350259,206
201504,350259,245
201505,350259,349
201506,350259,325
201507,350259,325
201508,350259,538
201509,350259,538
201510,350259,538
201511,350259,585
201512,350259,657
201601,350259,515
201602,350259,142
201603,350259,506
201604,350259,545
201605,350259,363
201606,350259,347
201607,350259,419
201608,350259,427
201609,350259,372
201610,350259,340
201611,350259,513
201612,350259,711
201701,350259,324
201702,350259,292
201703,350259,530
201704,350259,348
201705,350259,419
201706,350259,379
201707,350259,513
201708,350259,490
201709,350259,640
201710,350259,577
201201,354068,460
201202,354068,202
201203,354068,322
201204,354068,184
201205,354068,303
201206,354068,230
201207,354068,414
201208,354068,415
201209,354068,440
201210,354068,350
201211,354068,404
201212,354068,469
201301,354068,1167
201302,354068,633
201303,354068,469
201304,354068,533
201305,354068,884
201306,354068,496
201307,354068,525
201308,354068,542
201309,354068,736
201310,354068,533
201311,354068,635
201312,354068,680
201401,354068,718
201402,354068,396
201403,354068,478
201404,354068,552
201405,354068,616
201406,354068,321
201407,354068,580
201408,354068,570
201409,354068,634
201410,354068,616
201411,354068,358
201412,354068,396
201501,354068,1389
