0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
124140,7,8,783,2,1,3,0,1,1,1,2,1,4,0,255,226,285
124140,7,9,783,2,1,3,0,1,1,1,2,1,4,0,226,285,263
125403,2,2,761,2,2,7,1,1,1,3,2,1,4,2,90,156,91
125403,2,3,761,2,2,7,1,1,1,3,2,1,4,2,156,91,74
125403,2,4,761,2,2,7,1,1,1,3,2,1,4,2,91,74,130
125403,2,5,761,2,2,7,1,1,1,3,2,1,4,2,74,130,164
125403,2,6,761,2,2,7,1,1,1,3,2,1,6,2,130,164,188
125403,2,7,761,2,2,7,1,1,1,3,2,1,4,2,164,188,131
125403,2,8,761,2,2,7,1,1,1,3,2,1,4,2,188,131,124
125403,2,9,761,2,2,7,1,1,1,3,2,1,6,2,131,124,107
125403,2,10,761,2,2,7,1,1,1,3,2,1,4,2,124,107,147
125403,2,11,761,2,2,7,1,1,1,3,2,1,4,2,107,147,123
125403,3,2,761,2,2,7,1,1,1,3,2,1,4,2,238,90,156
125403,3,3,761,2,2,7,1,1,1,3,2,1,6,2,90,156,139
125403,3,4,761,2,2,7,1,1,1,3,2,1,4,2,156,139,230
125403,3,5,761,2,2,7,1,1,1,3,2,1,4,2,139,230,131
125403,3,6,761,2,2,7,1,1,1,3,2,1,6,2,230,131,246
125403,3,7,761,2,2,7,1,1,1,3,2,1,6,2,131,246,155
125403,3,8,761,2,2,7,1,1,1,3,2,1,4,2,246,155,172
125403,3,9,761,2,2,7,1,1,1,3,2,1,4,2,155,172,114
125403,3,10,761,2,2,7,1,1,1,3,2,1,4,2,172,114,222
125403,3,11,761,2,2,7,1,1,1,3,2,1,4,2,114,222,99
125403,4,2,761,2,2,7,1,1,1,3,2,1,4,2,164,89,156
125403,4,3,761,2,2,7,1,1,1,3,2,1,4,2,89,156,230
125403,4,4,761,2,2,7,1,1,1,3,2,1,4,2,156,230,65
125403,4,5,761,2,2,7,1,1,1,3,2,1,4,2,230,65,106
125403,4,6,761,2,2,7,1,1,1,1,2,1,6,2,65,106,222
125403,4,7,761,2,2,7,1,1,1,1,2,1,6,2,106,222,147
125403,4,8,761,2,2,7,1,1,1,3,2,1,4,2,222,147,139
125403,4,9,761,2,2,7,1,1,1,1,2,1,6,2,147,139,98
125403,4,10,761,2,2,7,1,1,1,1,2,1,4,2,139,98,188
125403,4,11,761,2,2,7,1,1,1,1,2,1,4,2,98,188,164
125403,5,2,761,2,2,7,1,1,1,1,2,1,6,2,147,115,140
125403,5,3,761,2,2,7,1,1,1,1,2,1,4,2,115,140,270
125403,5,4,761,2,2,7,1,1,1,1,2,1,6,2,140,270,90
125403,5,5,761,2,2,7,1,1,1,1,2,1,4,2,270,90,164
125403,5,6,761,2,2,7,1,1,1,1,2,1,6,2,90,164,213
125403,5,7,761,2,2,7,1,1,1,1,2,1,6,2,164,213,213
125403,5,8,761,2,2,7,1,1,1,1,2,1,6,2,213,213,197
125403,5,9,761,2,2,7,1,1,1,1,2,1,6,2,213,197,115
125403,5,10,761,2,2,7,1,1,1,1,2,1,4,2,197,115,148
125403,5,11,761,2,2,7,1,1,1,1,2,1,4,2,115,148,213
125403,6,2,761,2,2,7,1,1,1,1,2,1,6,2,156,115,197
125403,6,3,761,2,2,7,1,1,1,1,2,1,6,2,115,197,361
125403,6,4,761,2,2,5,1,1,1,1,2,1,4,2,197,361,156
125403,6,5,761,2,2,7,1,1,1,1,2,1,6,2,361,156,132
125403,6,6,761,2,2,5,1,1,1,1,2,1,4,2,156,132,172
125403,6,7,761,2,2,6,1,1,1,1,2,1,4,2,132,172,197
125403,6,8,761,2,2,5,1,1,1,1,2,1,4,2,172,197,247
125403,6,9,761,2,2,7,1,1,1,1,2,1,6,2,197,247,99
125403,6,10,761,2,2,7,1,1,1,1,2,1,4,2,247,99,131
125403,6,11,761,2,2,7,0,1,1,1,2,1,4,2,99,131,182
125403,7,2,761,2,2,7,0,1,1,1,2,1,4,2,172,131,360
125403,7,3,761,2,2,7,1,1,1,1,2,1,4,2,131,360,327
125403,7,4,761,2,2,7,0,1,1,1,2,1,4,2,360,327,279
125403,7,5,761,2,2,7,0,1,1,1,2,1,4,2,327,279,343
125403,7,6,761,2,2,7,0,1,1,1,2,1,4,2,279,343,418
125403,7,7,761,2,2,7,1,1,1,1,2,1,4,2,343,418,311
125403,7,8,761,2,2,7,0,1,1,1,2,1,4,2,418,311,328
125403,7,9,761,2,2,7,1,1,1,1,2,1,4,2,311,328,156
136916,2,2,106,3,5,4,1,1,1,3,2,1,4,0,665,351,274
136916,2,3,106,3,5,4,1,1,1,3,2,1,4,0,351,274,231
136916,2,4,106,3,5,4,1,1,1,3,2,1,4,0,274,231,375
136916,2,5,106,3,5,4,1,1,1,3,2,1,4,0,231,375,410
136916,2,6,106,3,5,4,1,1,1,3,2,1,4,0,375,410,537
136916,2,7,106,3,5,4,1,1,1,3,2,1,4,0,410,537,462
136916,2,8,106,3,5,4,1,1,1,3,2,1,4,0,537,462,366
136916,2,9,106,3,5,4,1,1,1,3,2,1,4,0,462,366,477
136916,2,10,106,3,5,4,1,1,1,3,2,1,4,0,366,477,206
136916,2,11,106,3,5,4,1,1,1,3,2,1,4,0,477,206,358
136916,3,2,106,3,5,4,1,1,1,3,2,1,4,0,613,214,341
136916,3,3,106,3,5,4,1,1,1,3,2,1,4,0,214,341,317
136916,3,4,106,3,5,4,1,1,1,3,2,1,4,0,341,317,546
136916,3,5,106,3,5,4,1,1,1,3,2,1,4,0,317,546,349
136916,3,6,106,3,5,4,1,1,1,3,2,1,4,0,546,349,452
136916,3,7,106,3,5,4,1,1,1,3,2,1,4,0,349,452,478
136916,3,8,106,3,5,4,1,1,1,3,2,1,4,0,452,478,715
136916,3,9,106,3,5,4,1,1,1,3,2,1,4,0,478,715,546
136916,3,10,106,3,5,4,1,1,1,3,2,1,4,0,715,546,452
136916,3,11,106,3,5,4,1,1,1,3,2,1,4,0,546,452,392
136916,4,2,106,3,5,4,1,1,1,3,2,1,4,0,639,307,189
136916,4,3,106,3,5,4,1,1,1,3,2,1,4,0,307,189,257
136916,4,4,106,3,5,4,1,1,1,3,2,1,4,0,189,257,233
136916,4,5,106,3,5,4,1,1,1,1,2,1,4,0,257,233,300
136916,4,6,106,3,5,4,1,1,1,1,2,1,4,0,233,300,334
136916,4,7,106,3,5,4,1,1,1,3,2,1,4,0,300,334,324
136916,4,8,106,3,5,4,1,1,1,1,2,1,4,0,334,324,377
136916,4,9,106,3,5,4,1,1,2,1,2,1,4,0,324,377,307
136916,4,10,106,3,5,4,1,1,1,1,2,1,4,0,377,307,256
136916,4,11,106,3,5,4,1,1,1,3,2,1,4,0,307,256,249
136916,5,2,106,3,5,4,1,1,1,1,2,1,4,0,444,283,282
136916,5,3,106,3,5,4,1,1,1,1,2,1,4,0,283,282,291
136916,5,4,106,3,5,4,1,1,1,1,2,1,4,0,282,291,179
136916,5,5,106,3,5,4,1,1,1,1,2,1,4,0,291,179,300
136916,5,6,106,3,5,4,1,1,1,1,2,1,4,0,179,300,264
136916,5,7,106,3,5,4,1,1,2,1,2,1,4,0,300,264,342
136916,5,8,106,3,5,4,1,1,1,1,2,1,4,0,264,342,315
136916,5,9,106,3,5,4,1,1,1,1,2,1,4,0,342,315,239
136916,5,10,106,3,5,4,1,1,2,1,2,1,4,0,315,239,247
136916,5,11,106,3,5,4,1,1,1,1,2,1,4,0,239,247,290
136916,6,2,106,3,5,6,1,1,2,1,2,1,4,0,256,120,256
136916,6,3,106,3,5,4,1,1,1,1,2,1,4,0,120,256,299
136916,6,4,106,3,5,4,1,1,1,1,2,1,4,0,256,299,248
136916,6,5,106,3,5,4,1,1,1,1,2,1,4,0,299,248,247
136916,6,6,106,3,5,6,1,1,2,1,2,1,4,0,248,247,290
136916,6,7,106,3,5,4,1,1,1,1,2,1,4,0,247,290,188
136916,6,8,106,3,5,4,1,1,1,1,2,1,4,0,290,188,171
136916,6,9,106,3,5,4,1,1,1,1,2,1,4,0,188,171,180
136916,6,10,106,3,5,4,1,1,1,1,2,1,4,0,171,180,213
136916,6,11,106,3,5,4,1,1,1,1,2,1,4,0,180,213,256
136916,7,2,106,3,5,4,1,1,1,1,2,1,4,0,213,196,213
136916,7,3,106,3,5,4,1,1,1,1,2,1,4,0,196,213,137
136916,7,4,106,3,5,4,1,1,1,1,2,1,4,0,213,137,162
136916,7,5,106,3,5,4,1,1,2,1,2,1,4,0,137,162,179
136916,7,6,106,3,5,4,1,1,1,1,2,1,4,0,162,179,162
136916,7,7,106,3,5,4,1,1,1,1,2,1,4,0,179,162,179
136916,7,8,106,3,5,4,1,1,1,1,2,1,4,0,162,179,145
136916,7,9,106,3,5,4,1,1,1,1,2,1,4,0,179,145,162
169673,7,7,682,2,1,1,0,1,1,1,2,1,4,2,67,57,86
169673,7,8,682,2,1,1,0,1,1,1,2,1,4,2,57,86,219
169673,7,9,682,2,1,1,0,1,1,1,2,1,4,2,86,219,152
175962,3,2,750,3,4,3,1,1,1,3,2,1,4,0,63,64,126
175962,3,3,750,3,4,3,1,1,1,3,2,1,4,0,64,126,237
175962,3,4,750,3,4,3,1,1,1,3,2,1,4,0,126,237,229
175962,3,5,750,3,4,3,1,1,1,3,2,1,4,0,237,229,206
175962,3,6,750,3,4,3,1,1,1,3,2,1,4,0,229,206,269
175962,3,7,750,3,4,3,1,1,1,3,2,1,4,0,206,269,356
175962,3,8,750,3,4,3,1,1,1,3,2,1,4,0,269,356,387
175962,3,9,750,3,4,3,1,1,1,3,2,1,4,0,356,387,340
175962,3,10,750,3,4,3,1,1,1,3,2,1,4,0,387,340,513
175962,3,11,750,3,4,3,1,1,1,3,2,1,4,0,340,513,316
175962,4,2,750,3,4,3,1,1,1,3,2,1,4,0,680,435,562
175962,4,3,750,3,4,3,1,1,1,3,2,1,4,0,435,562,522
175962,4,4,750,3,4,3,1,1,1,3,2,1,4,0,562,522,474
175962,4,5,750,3,4,3,1,1,1,3,2,1,4,0,522,474,380
175962,4,6,750,3,4,3,1,1,1,1,2,1,4,0,474,380,482
175962,4,7,750,3,4,3,1,1,1,3,2,1,4,0,380,482,459
175962,4,8,750,3,4,3,1,1,1,3,2,1,4,0,482,459,594
175962,4,9,750,3,4,3,1,1,1,1,2,1,4,0,459,594,657
175962,4,10,750,3,4,3,1,1,1,1,2,1,4,0,594,657,442
175962,4,11,750,3,4,3,1,1,1,1,2,1,4,0,657,442,1627
175962,5,2,750,3,4,3,1,1,1,1,2,1,4,0,727,450,356
175962,5,3,750,3,4,3,1,1,1,3,2,1,4,0,450,356,371
175962,5,4,750,3,4,3,1,1,1,1,2,1,4,0,356,371,364
175962,5,5,750,3,4,3,1,1,1,1,2,1,4,0,371,364,254
175962,5,6,750,3,4,3,1,1,1,3,2,1,4,0,364,254,387
175962,5,7,750,3,4,3,1,1,1,3,2,1,4,0,254,387,309
175962,5,8,750,3,4,3,1,1,1,3,2,1,4,0,387,309,348
175962,5,9,750,3,4,3,1,1,1,1,2,1,4,0,309,348,411
175962,5,10,750,3,4,3,1,1,1,3,2,1,4,0,348,411,269
175962,5,11,750,3,4,3,1,1,1,1,2,1,4,0,411,269,222
175962,6,2,750,3,4,2,1,1,1,1,2,1,4,0,302,214,372
175962,6,3,750,3,4,2,1,1,1,1,2,1,4,0,214,372,593
175962,6,4,750,3,4,3,1,1,1,1,2,1,4,0,372,593,214
175962,6,5,750,3,4,3,1,1,1,1,2,1,4,0,593,214,221
175962,6,6,750,3,4,3,1,1,1,1,2,1,4,0,214,221,269
175962,6,7,750,3,4,2,1,1,1,1,2,1,4,0,221,269,134
175962,6,8,750,3,4,3,1,1,1,1,2,1,4,0,269,134,151
175962,6,9,750,3,4,3,1,1,1,1,2,1,4,0,134,151,269
175962,6,10,750,3,4,3,1,1,1,1,2,1,4,0,151,269,411
175962,6,11,750,3,4,3,1,1,1,1,2,1,4,0,269,411,633
175962,7,2,750,3,4,3,1,1,1,1,2,1,4,0,396,151,301
175962,7,3,750,3,4,3,1,1,1,1,2,1,4,0,151,301,134
175962,7,4,750,3,4,3,1,1,1,1,2,1,4,0,301,134,167
175962,7,5,750,3,4,3,1,1,1,1,2,1,4,0,134,167,143
175962,7,6,750,3,4,3,1,1,1,1,2,1,4,0,167,143,119
175962,7,7,750,3,4,3,1,1,1,1,2,1,4,0,143,119,103
175962,7,8,750,3,4,3,1,1,1,1,2,1,4,0,119,103,214
175962,7,9,750,3,4,3,1,1,1,1,2,1,4,0,103,214,237
178529,2,2,98,1,1,0,1,2,1,3,2,1,4,2,1739,1493,1248
178529,2,3,98,1,1,0,1,2,1,3,2,1,4,2,1493,1248,895
178529,2,4,98,1,1,0,1,2,1,3,2,1,4,2,1248,895,918
178529,2,5,98,1,1,0,1,2,1,3,2,1,4,2,895,918,683
178529,2,6,98,1,1,0,1,2,1,3,2,1,4,2,918,683,873
178529,2,7,98,1,1,0,1,2,1,3,2,1,4,2,683,873,644
178529,2,8,98,1,1,0,1,2,1,3,2,1,4,2,873,644,694
178529,2,9,98,1,1,0,1,2,1,3,2,1,4,2,644,694,742
178529,2,10,98,1,1,0,1,2,1,3,2,1,4,2,694,742,872
178529,2,11,98,1,1,0,1,2,1,3,2,1,4,2,742,872,639
178529,3,2,98,1,1,0,1,2,1,3,2,1,4,2,1465,943,999
178529,3,3,98,1,1,0,1,2,1,3,2,1,4,2,943,999,781
178529,3,4,98,1,1,0,1,2,1,3,2,1,4,2,999,781,907
178529,3,5,98,1,1,0,1,2,1,3,2,1,4,2,781,907,684
178529,3,6,98,1,1,0,1,2,1,3,2,1,4,2,907,684,759
178529,3,7,98,1,1,0,1,2,1,3,2,1,4,2,684,759,644
178529,3,8,98,1,1,0,1,2,1,3,2,1,4,2,759,644,958
178529,3,9,98,1,1,0,1,2,1,3,2,1,4,2,644,958,884
178529,3,10,98,1,1,0,1,2,1,3,2,1,4,2,958,884,730
178529,3,11,98,1,1,0,1,2,1,3,2,1,4,2,884,730,587
178529,4,2,98,1,1,0,1,2,1,3,2,1,4,2,1567,975,872
178529,4,3,98,1,1,0,1,2,1,3,2,1,4,2,975,872,632
178529,4,4,98,1,1,0,1,2,1,3,2,1,4,2,872,632,513
178529,4,5,98,1,1,0,1,2,1,3,2,1,4,2,632,513,456
178529,4,6,98,1,1,0,1,2,1,3,2,1,4,2,513,456,314
178529,4,7,98,1,1,0,1,2,1,3,2,1,4,2,456,314,359
178529,4,8,98,1,1,0,1,2,1,3,2,1,4,2,314,359,525
178529,4,9,98,1,1,0,1,2,1,3,2,1,4,2,359,525,491
178529,4,10,98,1,1,0,1,2,1,3,2,1,4,2,525,491,513
178529,4,11,98,1,1,0,1,2,1,3,2,1,4,2,491,513,616
178529,5,2,98,1,1,0,1,2,1,3,2,1,4,2,924,634,655
178529,5,3,98,1,1,0,1,2,1,3,2,1,4,2,634,655,508
178529,5,4,98,1,1,0,1,2,1,1,2,1,4,2,655,508,496
178529,5,5,98,1,1,0,1,2,1,3,2,1,4,2,508,496,320
178529,5,6,98,1,1,0,1,2,1,3,2,1,4,2,496,320,319
178529,5,7,98,1,1,0,1,2,1,3,2,1,4,2,320,319,274
178529,5,8,98,1,1,0,1,2,1,3,2,1,4,2,319,274,537
178529,5,9,98,1,1,0,1,2,1,1,2,1,4,2,274,537,479
178529,5,10,98,1,1,0,1,2,1,3,2,1,4,2,537,479,399
178529,5,11,98,1,1,0,1,2,1,3,2,1,4,2,479,399,508
178529,6,2,98,1,1,0,1,2,1,1,2,1,4,2,393,531,296
178529,6,3,98,1,1,0,1,2,1,1,2,1,4,2,531,296,200
178529,6,4,98,1,1,0,1,2,1,1,2,1,4,2,296,200,239
178529,6,5,98,1,1,0,1,2,1,1,2,1,4,0,200,239,229
178529,6,6,98,1,1,0,1,2,1,1,2,1,4,2,239,229,166
178529,6,7,98,1,1,0,1,2,1,1,2,1,4,2,229,166,194
178529,6,8,98,1,1,0,1,2,1,1,2,1,4,2,166,194,200
178529,6,9,98,1,1,0,1,2,1,1,2,1,4,2,194,200,223
178529,6,10,98,1,1,0,1,2,1,1,2,1,4,2,200,223,222
178529,6,11,98,1,1,0,1,2,1,1,2,1,4,2,223,222,387
178529,7,2,98,1,1,0,1,2,1,1,2,1,4,2,182,451,331
178529,7,3,98,1,1,0,1,2,1,1,2,1,4,2,451,331,331
178529,7,4,98,1,1,0,1,2,1,1,2,1,4,2,331,331,188
178529,7,5,98,1,1,0,1,2,1,1,2,1,4,2,331,188,177
178529,7,6,98,1,1,0,1,2,1,1,2,1,4,2,188,177,177
178529,7,7,98,1,1,0,1,2,1,1,2,1,4,2,177,177,108
178529,7,8,98,1,1,0,1,2,1,1,2,1,4,2,177,108,165
178529,7,9,98,1,1,0,1,2,1,1,2,1,4,2,108,165,148
186250,6,3,761,2,2,3,1,1,1,1,2,1,4,0,25,17,42
186250,6,4,761,2,2,3,1,1,1,1,2,1,4,0,17,42,100
186250,6,5,761,2,2,3,1,1,1,1,2,1,4,0,42,100,125
186250,6,6,761,2,2,3,1,1,1,1,2,1,4,0,100,125,108
186250,6,7,761,2,2,3,1,1,1,1,2,1,4,0,125,108,100
186250,6,8,761,2,2,3,1,1,1,1,2,1,4,0,108,100,208
186250,6,9,761,2,2,3,1,1,1,1,2,1,4,0,100,208,224
186250,6,10,761,2,2,3,1,1,1,1,2,1,4,0,208,224,274
186250,6,11,761,2,2,3,1,1,1,1,2,1,4,0,224,274,332
186250,7,2,761,2,2,3,1,1,1,1,2,1,4,0,125,133,158
186250,7,3,761,2,2,3,1,1,1,1,2,1,4,0,133,158,116
186250,7,4,761,2,2,3,1,1,1,1,2,1,4,0,158,116,174
186250,7,5,761,2,2,3,1,1,1,1,2,1,4,0,116,174,42
186250,7,6,761,2,2,3,1,1,1,1,2,1,4,0,174,42,125
186250,7,7,761,2,2,3,1,1,1,1,2,1,4,0,42,125,108
186250,7,8,761,2,2,3,1,1,1,1,2,1,4,0,125,108,83
186250,7,9,761,2,2,3,1,1,1,1,2,1,4,0,108,83,83
194450,2,2,836,2,3,4,1,1,1,3,2,1,4,0,65,59,30
194450,2,3,836,2,3,4,1,1,1,3,2,1,4,0,59,30,18
194450,2,4,836,2,3,4,1,1,1,3,2,1,4,0,30,18,59
194450,2,5,836,2,3,4,1,1,1,3,2,1,4,0,18,59,36
194450,2,6,836,2,3,4,1,1,1,3,2,1,4,0,59,36,36
194450,2,7,836,2,3,4,1,1,1,3,2,1,4,0,36,36,24
194450,2,8,836,2,3,4,1,1,1,3,2,1,4,0,36,24,42
194450,2,9,836,2,3,4,1,3,1,3,2,1,4,0,24,42,42
194450,2,10,836,2,3,4,1,1,1,3,2,1,4,0,42,42,95
194450,2,11,836,2,3,4,1,1,1,3,2,1,4,0,42,95,65
194450,3,2,836,2,3,4,1,1,1,1,2,1,4,0,106,77,65
194450,3,3,836,2,3,4,1,1,1,3,2,1,4,0,77,65,48
194450,3,4,836,2,3,4,1,1,1,3,2,1,4,0,65,48,77
194450,3,5,836,2,3,4,1,1,1,3,2,1,4,0,48,77,42
194450,3,6,836,2,3,4,1,1,1,1,2,1,4,0,77,42,54
194450,3,7,836,2,3,4,1,1,1,3,2,1,4,0,42,54,24
194450,3,8,836,2,3,4,1,1,1,3,2,1,4,0,54,24,36
194450,3,9,836,2,3,4,1,1,1,3,2,1,4,0,24,36,30
194450,3,10,836,2,3,4,1,1,1,1,2,1,4,0,36,30,30
194450,3,11,836,2,3,4,1,1,1,3,2,1,4,0,30,30,30
194450,4,2,836,2,3,4,1,1,1,3,2,1,4,0,71,30,47
194450,4,3,836,2,3,4,1,1,1,3,2,1,4,0,30,47,36
194450,4,4,836,2,3,4,1,1,1,3,2,1,4,0,47,36,36
194450,4,5,836,2,3,4,1,1,1,3,2,1,4,0,36,36,41
194450,4,6,836,2,3,4,1,1,1,3,2,1,4,0,36,41,36
194450,4,7,836,2,3,4,1,1,1,3,2,1,4,0,41,36,18
194450,4,8,836,2,3,4,1,1,1,3,2,1,4,0,36,18,65
194450,4,9,836,2,3,4,1,1,1,3,2,1,4,0,18,65,36
194450,4,10,836,2,3,4,1,1,1,3,2,1,4,0,65,36,24
194450,4,11,836,2,3,4,1,1,1,3,2,1,4,0,36,24,36
194450,5,2,836,2,3,4,1,1,1,3,2,1,4,0,30,65,36
194450,5,3,836,2,3,4,1,1,1,3,2,1,4,0,65,36,12
194450,5,4,836,2,3,4,1,1,1,3,2,1,4,0,36,12,12
194450,5,5,836,2,3,4,1,1,1,3,2,1,4,0,12,12,12
194450,5,6,836,2,3,4,1,1,1,3,2,1,4,0,12,12,6
194450,5,10,836,2,3,4,0,3,1,3,2,1,4,0,54,131,178
194450,5,11,836,2,3,4,1,1,1,1,2,1,4,0,131,178,130
194450,6,2,836,2,3,4,0,1,1,1,2,1,4,0,237,125,148
194450,6,3,836,2,3,4,0,1,1,1,2,1,4,0,125,148,230
194450,6,4,836,2,3,4,0,1,1,1,2,1,4,0,148,230,148
194450,6,5,836,2,3,4,0,1,1,1,2,1,4,0,230,148,166
194450,6,6,836,2,3,4,0,1,1,1,2,1,4,0,148,166,225
194450,6,7,836,2,3,4,0,1,1,1,2,1,4,0,166,225,324
194450,6,8,836,2,3,4,0,1,1,1,2,1,4,0,225,324,348
194450,6,9,836,2,3,4,0,1,1,1,2,1,4,0,324,348,242
194450,6,10,836,2,3,4,0,1,1,1,2,1,4,0,348,242,319
194450,6,11,836,2,3,4,0,1,1,1,2,1,4,0,242,319,561
194450,7,2,836,2,3,4,0,1,1,1,2,1,4,0,201,165,153
194450,7,3,836,2,3,4,0,1,1,1,2,1,4,0,165,153,218
194450,7,4,836,2,3,4,0,1,1,1,2,1,4,0,153,218,195
194450,7,5,836,2,3,4,0,1,1,1,2,1,4,0,218,195,159
194450,7,6,836,2,3,4,0,1,1,1,2,1,4,0,195,159,325
194450,7,7,836,2,3,4,0,1,1,1,2,1,4,0,159,325,189
194450,7,8,836,2,3,4,0,1,1,1,2,1,4,0,325,189,307
194450,7,9,836,2,3,4,0,1,1,1,2,1,4,0,189,307,271
198427,2,2,12,3,1,1,1,1,1,3,2,1,4,0,47,21,10
198427,2,3,12,3,1,1,1,1,1,3,2,1,4,0,21,10,10
198427,2,4,12,3,1,1,1,1,1,3,2,1,4,0,10,10,10
198427,2,11,12,3,1,1,1,1,1,3,2,1,4,0,5,10,16
198427,3,4,12,3,1,1,1,1,1,3,2,1,4,0,26,10,5
198427,3,5,12,3,1,1,1,1,1,3,2,1,4,0,10,5,5
198427,5,2,12,3,1,1,1,1,1,1,2,1,4,0,57,47,26
198427,5,3,12,3,1,1,1,1,1,1,2,1,4,0,47,26,36
198427,5,4,12,3,1,1,1,1,1,1,2,1,4,0,26,36,104
198427,5,5,12,3,1,1,1,1,1,1,2,1,4,0,36,104,47
198427,5,6,12,3,1,1,1,1,1,1,2,1,4,0,104,47,78
198427,5,7,12,3,1,1,1,1,1,1,2,1,4,0,47,78,57
198427,5,8,12,3,1,1,1,1,1,1,2,1,4,0,78,57,73
198427,5,9,12,3,1,1,1,1,1,1,2,1,4,0,57,73,114
198427,5,10,12,3,1,1,1,1,1,1,2,1,4,0,73,114,68
198427,5,11,12,3,1,1,1,1,1,1,2,1,4,0,114,68,161
198427,6,2,12,3,1,1,1,1,1,1,2,1,4,0,94,42,140
198427,6,3,12,3,1,1,1,1,1,1,2,1,4,0,42,140,119
198427,6,4,12,3,1,1,1,1,1,1,2,1,4,0,140,119,119
