0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
194450,6,836,2,3,4,0,1,1,1,2,1,4,0,242,319
198427,2,12,3,1,1,1,1,1,3,2,1,4,0,5,10
198427,5,12,3,1,1,1,1,1,1,2,1,4,0,114,68
198427,6,12,3,1,1,1,1,1,1,2,1,4,0,208,187
206765,5,761,3,2,4,1,1,1,1,2,1,4,0,417,620
206765,6,761,3,2,4,1,1,1,1,2,1,4,0,1581,1592
209945,2,814,3,4,7,0,2,1,3,2,2,4,0,342,205
209945,3,814,3,4,7,0,2,1,3,2,2,6,0,198,267
209945,4,814,3,4,7,0,2,1,1,2,2,4,0,320,289
209945,5,814,3,4,7,0,2,1,1,2,2,4,0,562,517
209945,6,814,3,4,7,0,2,1,1,2,2,4,0,319,395
219195,4,638,2,1,3,0,1,1,3,2,1,4,0,65,110
219195,5,638,2,1,3,0,1,1,1,2,1,4,0,255,185
219195,6,638,2,1,3,0,1,1,1,2,1,4,0,435,490
221795,3,872,2,4,6,0,1,1,3,2,2,4,0,110,173
221795,4,872,2,4,6,0,1,1,1,2,2,4,0,310,245
221795,5,872,2,4,6,0,1,1,1,2,2,4,0,237,228
221795,6,872,2,4,6,0,1,1,1,2,2,4,0,246,228
245609,6,750,2,4,4,1,1,1,1,2,1,4,0,116,161
248352,2,831,3,3,2,1,1,1,3,2,1,4,0,1327,1126
248352,3,831,2,3,2,1,1,1,3,2,1,4,0,1040,765
248352,4,831,3,3,2,1,1,1,1,2,1,4,0,866,747
248352,5,831,3,3,2,1,1,1,3,2,1,4,0,2362,916
248352,6,831,2,3,2,1,1,1,1,2,1,4,0,428,872
250658,6,450,3,2,4,1,1,1,1,2,1,4,0,173,122
265980,2,783,2,1,1,1,2,1,3,1,1,4,1,250,244
265980,3,783,2,1,1,1,2,1,3,1,1,4,1,262,256
265980,4,783,2,1,1,1,2,1,3,1,1,4,1,262,199
265980,5,783,2,1,1,1,2,1,3,1,1,4,1,269,339
265980,6,783,2,1,1,1,2,1,1,1,1,4,1,294,282
270690,5,98,2,1,0,1,2,1,1,1,1,4,0,1325,884
270690,6,98,2,1,0,1,2,1,1,1,1,4,0,1085,1124
281301,2,750,3,4,6,0,1,1,3,2,1,4,0,841,1044
281301,3,750,3,4,6,1,1,1,3,2,1,6,0,906,905
281301,4,750,3,4,6,0,1,1,1,2,1,4,0,737,871
281301,5,750,3,4,6,0,1,1,1,2,1,4,0,694,643
281301,6,750,3,4,6,0,1,1,1,2,1,4,0,708,606
281792,4,872,2,4,6,0,1,1,3,2,2,4,0,118,118
281792,5,872,3,4,6,0,1,1,1,2,2,4,0,314,324
281792,6,872,2,4,6,0,1,1,1,2,2,4,0,333,431
289386,4,813,3,5,3,1,1,1,1,2,1,4,0,138,235
289386,5,813,3,5,3,1,1,1,1,2,1,4,0,393,529
289386,6,813,3,5,3,1,1,1,1,2,1,4,0,255,373
289403,6,12,2,1,2,1,1,1,1,2,1,4,0,298,204
290854,2,537,2,5,4,1,1,1,3,2,1,4,0,223,134
290854,3,537,2,5,4,1,1,1,3,2,1,4,0,436,338
290854,4,537,2,5,4,1,3,1,3,2,1,4,0,286,143
290854,5,537,2,5,4,1,1,1,1,2,1,4,0,161,117
290854,6,537,2,5,4,1,1,1,1,2,1,4,0,232,232
291086,2,761,3,2,5,1,1,1,3,2,1,4,0,630,601
291086,3,761,3,2,5,0,1,1,3,2,1,4,0,356,338
291086,4,761,3,2,5,1,1,1,1,2,1,4,0,1015,694
291086,5,761,3,2,5,1,1,1,1,2,1,4,0,1108,1382
291086,6,761,3,2,5,1,1,1,1,2,1,4,0,714,724
291514,3,783,2,1,2,1,1,1,3,2,1,4,0,65,115
291514,4,783,2,1,2,1,1,1,3,2,1,4,0,90,85
291514,5,783,2,1,2,1,1,1,3,2,1,4,0,150,155
291514,6,783,2,1,2,1,1,1,1,2,1,4,0,105,60
304458,2,106,3,5,3,1,1,1,3,2,1,4,0,132,217
304458,3,106,3,5,3,1,1,1,3,2,1,4,0,258,183
304458,4,106,3,5,3,1,1,1,1,2,1,4,0,331,432
304458,5,106,3,5,3,1,1,1,1,2,1,4,0,640,605
304458,6,106,3,5,3,1,1,2,1,2,1,4,0,298,432
308913,3,750,2,4,4,1,1,1,3,2,1,4,0,402,319
308913,4,750,2,4,4,1,1,1,1,2,1,4,0,401,297
308913,5,750,2,4,4,0,1,1,1,2,1,4,0,253,328
308913,6,750,2,4,4,1,1,1,1,2,1,4,0,213,148
321683,2,750,3,4,4,0,1,1,3,2,1,4,0,809,512
321683,3,750,3,4,4,0,1,1,3,2,1,4,0,953,877
321683,4,750,3,4,4,1,1,1,3,2,1,4,0,1380,971
321683,5,750,3,4,4,0,1,1,1,2,1,4,0,1573,1515
321683,6,750,3,4,4,1,1,1,1,2,1,4,0,1879,2262
347384,2,831,3,3,3,1,1,1,3,2,1,4,0,175,717
347384,3,831,3,3,3,1,1,1,3,2,1,4,0,1848,2126
347384,4,831,3,3,3,1,1,1,1,2,1,4,0,3045,2538
347384,5,831,3,3,3,1,1,1,1,2,1,4,0,6255,3037
347384,6,831,3,3,3,0,1,1,1,2,1,4,0,3238,3873
348641,5,498,3,1,2,1,1,1,1,2,1,4,0,202,321
348641,6,498,3,1,2,1,1,1,1,2,1,4,0,506,617
349023,2,450,3,2,3,1,1,1,3,2,1,4,0,3154,2114
349023,3,450,2,2,3,0,1,1,3,2,1,4,0,3260,3037
349023,4,450,3,2,3,1,1,1,1,2,1,4,0,1871,1407
349023,5,450,2,2,3,1,1,1,1,2,1,4,0,1698,1582
349023,6,450,3,2,3,1,1,1,1,2,1,4,0,923,904
350259,5,750,3,4,4,0,1,1,1,2,1,4,0,538,585
350259,6,750,3,4,4,0,1,1,1,2,1,4,0,340,513
354068,2,692,3,5,3,1,1,1,3,2,1,4,0,350,404
354068,3,692,3,5,3,1,1,1,3,2,1,4,0,533,635
354068,4,692,3,5,3,1,1,1,1,2,1,4,0,616,358
354068,5,692,3,5,3,1,1,1,3,2,1,4,0,652,568
354068,6,692,3,5,3,1,1,1,1,2,1,4,0,736,1077
356986,3,637,3,2,5,0,1,1,1,2,1,4,0,91,210
356986,4,637,3,2,5,0,1,1,1,2,1,4,0,203,217
356986,5,637,3,2,5,0,1,1,1,2,1,4,0,490,434
356986,6,637,3,2,5,0,1,1,1,2,1,4,0,441,245
360648,4,106,2,5,2,1,1,1,3,2,1,4,0,121,103
360648,5,106,2,5,2,1,1,1,1,2,1,4,0,178,160
360648,6,106,2,5,2,1,1,1,1,2,1,4,0,150,169
378356,6,497,3,1,2,1,1,1,1,2,1,4,0,614,600
379265,6,290,2,7,0,1,1,1,1,2,1,4,0,612,483
379876,2,985,3,6,3,1,1,1,3,2,1,4,0,252,245
379876,3,985,3,6,3,1,1,1,3,2,1,4,0,294,126
379876,4,985,3,6,3,1,1,1,1,2,1,4,0,322,273
379876,5,985,3,6,3,1,1,1,1,2,1,4,0,175,140
379876,6,985,3,6,3,1,1,1,1,2,1,4,0,252,224
384924,2,761,3,2,5,1,1,1,3,2,1,4,0,662,496
384924,3,761,3,2,5,1,1,1,3,2,1,6,0,421,605
384924,4,761,3,2,5,0,1,1,3,2,1,4,0,395,403
384924,5,761,3,2,5,0,1,1,1,2,1,4,0,504,764
384924,6,761,3,2,5,0,1,1,1,2,1,4,0,470,538
392593,6,497,2,1,3,0,1,1,1,2,1,4,0,223,339
395234,2,841,3,6,4,1,1,1,3,2,1,4,0,139,130
395234,3,841,3,6,4,1,1,1,3,2,1,4,0,102,112
395234,4,841,3,6,4,1,1,1,3,2,1,4,0,84,56
395234,5,841,3,6,4,1,1,1,1,2,1,4,0,56,65
395234,6,841,3,6,4,1,1,1,1,2,1,4,0,9,9
401052,5,953,2,4,6,0,1,1,1,2,2,4,0,183,134
401052,6,953,2,4,6,0,1,1,1,2,2,4,0,146,158
409854,2,638,2,1,3,1,1,1,3,2,1,4,0,232,216
409854,3,638,2,1,3,0,3,1,3,2,1,4,0,404,448
409854,4,638,2,1,3,0,1,1,1,2,1,4,0,698,750
409854,5,638,2,1,3,0,1,1,1,2,1,4,0,1159,1454
409854,6,638,2,1,3,0,1,1,1,2,1,4,0,1626,2108
412240,6,783,2,1,2,1,2,1,1,2,1,4,2,172,218
416749,5,537,2,5,3,1,1,1,1,2,1,4,0,193,172
416749,6,537,2,5,3,1,1,1,1,2,1,4,0,302,288
425432,2,750,3,4,3,0,1,1,3,2,1,4,0,1457,1121
425432,3,750,3,4,3,1,1,1,3,2,1,4,0,1702,1846
425432,4,750,3,4,3,1,1,1,1,2,1,4,0,2174,1857
425432,5,750,3,4,3,0,1,1,1,2,1,4,0,1974,2247
425432,6,750,3,4,3,1,1,1,1,2,1,4,0,2102,2503
436105,4,836,3,3,4,1,1,1,1,2,1,4,0,413,396
436105,5,836,3,3,4,1,1,1,1,2,1,4,0,414,348
436105,6,836,3,3,4,1,1,1,1,2,1,4,0,478,437
437598,5,638,2,1,3,0,1,1,1,2,1,4,0,78,67
437598,6,638,2,1,3,0,1,1,1,2,1,4,0,518,457
453752,2,814,3,4,7,0,2,1,3,2,2,4,0,38,57
453752,3,814,3,4,7,0,2,1,3,2,2,4,0,144,163
453752,4,814,3,4,7,0,2,1,1,2,2,4,0,191,229
453752,5,814,3,4,7,0,2,1,1,2,2,4,0,401,354
453752,6,814,3,4,7,0,2,1,1,2,2,4,0,210,296
468392,2,537,3,5,5,1,1,1,3,2,1,4,0,167,246
468392,3,537,3,5,5,1,1,1,3,2,1,4,0,213,129
468392,4,537,3,5,5,1,1,1,3,2,1,4,0,225,234
468392,5,537,3,5,5,1,1,1,3,2,1,4,0,191,235
468392,6,537,3,5,5,1,1,1,1,2,1,4,0,286,437
472603,2,985,3,6,3,1,1,1,3,2,1,4,0,167,109
472603,3,985,3,6,3,1,1,1,3,2,1,4,0,101,177
472603,4,985,3,6,3,1,1,1,1,2,1,4,0,110,109
472603,5,985,3,6,3,0,1,1,1,2,1,3,0,294,285
472603,6,985,3,6,3,0,1,1,1,2,1,4,0,269,252
481950,6,813,2,5,4,1,1,1,1,2,1,4,0,81,91
482497,2,872,2,4,7,0,3,1,3,2,2,4,0,200,148
482497,3,872,2,4,7,0,3,1,3,2,2,4,0,222,222
482497,4,872,2,4,7,0,3,1,3,2,2,4,0,148,142
482497,5,872,2,4,7,0,3,1,1,2,2,4,0,154,188
482497,6,872,2,4,7,0,3,1,1,2,2,4,0,250,142
492952,6,692,3,5,3,1,1,1,1,2,1,4,0,340,356
496459,4,497,2,1,1,1,1,1,3,2,1,4,0,500,499
496459,5,497,2,1,1,1,1,1,3,2,1,4,0,682,855
496459,6,497,2,1,1,1,1,1,1,2,1,4,0,566,586
510309,6,953,2,4,7,0,3,1,1,2,2,4,0,136,104
516750,5,98,2,1,1,1,2,1,3,1,1,4,1,127,101
516750,6,98,2,1,1,1,2,1,1,1,1,4,1,148,138
526401,6,836,3,3,3,1,1,1,1,2,1,4,0,396,414
527809,2,953,3,4,7,0,2,1,3,2,2,4,0,132,51
527809,3,953,3,4,7,0,2,1,3,2,2,4,0,67,106
527809,4,953,3,4,7,0,2,1,1,2,2,4,0,145,78
527809,5,953,3,4,7,0,2,1,1,2,2,4,0,144,73
527809,6,953,3,4,7,0,2,1,1,2,2,4,0,171,165
540712,6,12,2,1,4,1,1,1,1,2,1,4,0,113,531
559132,2,692,3,5,5,1,1,1,3,2,1,4,0,83,111
559132,3,692,3,5,5,1,1,1,3,2,1,4,0,200,172
559132,4,692,3,5,5,1,1,1,1,2,1,4,0,152,118
559132,5,692,3,5,5,1,1,1,3,2,1,4,0,208,146
559132,6,692,3,5,5,1,1,1,1,2,1,4,0,83,138
560265,3,923,2,1,1,1,2,1,3,1,1,4,4,27,48
560265,4,923,2,1,1,1,2,1,3,1,1,4,4,157,143
560265,5,923,2,1,1,1,2,1,3,1,1,4,4,381,504
560265,6,923,2,1,1,1,2,1,1,1,1,4,4,218,313
576298,2,304,2,1,1,1,2,1,3,2,1,4,1,633,616
576298,3,304,2,1,1,1,2,1,3,2,1,4,1,664,530
576298,4,304,2,1,1,1,2,1,1,2,1,4,1,562,396
576298,5,304,2,1,1,1,2,1,1,2,1,4,1,640,712
576298,6,304,2,1,1,1,2,1,1,2,1,4,1,317,286
580470,2,750,3,4,3,0,1,1,3,2,1,4,0,266,213
580470,3,750,3,4,3,1,1,1,3,2,1,4,0,349,437
580470,4,750,3,4,3,0,1,1,3,2,1,4,0,390,384
580470,5,750,3,4,3,1,1,1,3,2,1,4,0,296,261
580470,6,750,3,4,3,1,1,1,1,2,1,4,0,579,691
580634,2,692,2,5,3,1,1,1,3,2,1,4,0,203,184
580634,3,692,2,5,3,1,1,1,3,2,1,4,0,322,193
580634,4,692,2,5,3,1,1,1,3,2,1,4,0,202,212
580634,5,692,2,5,3,1,1,1,1,2,1,4,0,128,184
580634,6,692,2,5,3,1,1,1,1,2,1,4,0,257,322
587678,5,537,2,5,4,1,1,1,3,2,1,4,0,301,398
587678,6,537,2,5,4,1,1,1,1,2,1,4,0,447,388
591790,4,106,3,5,3,1,1,1,1,2,1,4,0,71,164
591790,5,106,3,5,3,1,1,1,1,2,1,4,0,265,195
591790,6,106,3,5,3,1,1,1,1,2,1,4,0,210,297
597927,2,831,3,3,4,1,1,1,3,2,1,4,0,995,680
597927,3,831,3,3,4,1,1,1,3,2,1,4,0,503,558
597927,4,831,3,3,4,1,1,1,3,2,1,4,0,846,604
597927,5,831,3,3,4,0,1,1,3,2,1,4,0,735,484
597927,6,831,3,3,4,0,1,1,1,2,1,4,0,689,689
603972,2,872,3,4,8,1,1,1,3,2,2,6,0,582,449
603972,3,872,3,4,8,0,1,1,3,2,2,4,0,492,449
603972,4,872,3,4,8,0,1,1,3,2,2,4,0,520,414
603972,5,872,3,4,8,0,1,1,1,2,2,4,0,686,511
603972,6,872,3,4,8,0,3,1,1,2,2,6,0,379,439
614059,2,953,3,4,7,0,2,1,3,2,2,4,0,183,126
614059,3,953,3,4,7,0,2,1,3,2,2,4,0,145,58
614059,4,953,3,4,7,0,2,1,1,2,2,4,0,192,96
614059,5,953,3,4,7,0,2,1,1,2,2,4,0,308,232
614059,6,953,3,4,7,0,2,1,1,2,2,4,0,298,375
619401,6,12,2,1,2,1,1,1,1,2,1,4,0,284,294
621073,3,98,2,1,0,1,2,1,3,1,1,4,1,498,686
621073,4,98,2,1,0,1,2,1,3,1,1,4,1,950,836
621073,5,98,2,1,0,1,2,1,1,1,1,4,1,1419,1531
621073,6,98,2,1,0,1,2,1,1,1,1,4,1,1541,2256
628041,2,750,2,4,4,0,1,1,3,2,1,4,0,336,126
628041,3,750,2,4,4,0,1,1,3,2,1,4,0,158,159
628041,4,750,2,4,4,1,1,1,3,2,1,4,0,687,469
628041,5,750,2,4,4,0,1,1,1,2,1,4,0,746,780
628041,6,750,2,4,4,1,1,1,1,2,1,4,0,700,811
649213,4,75,3,2,6,0,2,1,1,2,2,4,0,5,35
649213,5,75,3,2,6,0,2,1,1,2,2,4,0,66,92
649213,6,75,3,2,6,0,2,1,1,2,2,4,0,117,122
651347,2,537,2,5,2,1,1,1,3,2,1,4,0,90,27
651347,3,537,2,5,2,1,1,1,3,2,1,4,0,116,72
651347,4,537,2,5,2,1,1,1,3,2,1,4,0,241,143
651347,5,537,2,5,2,1,1,1,1,2,1,4,0,134,259
651347,6,537,2,5,2,1,1,1,1,2,1,4,0,250,134
651782,3,75,3,2,7,1,1,1,3,2,2,6,0,106,80
651782,4,75,3,2,7,0,1,1,3,2,2,4,0,95,90
651782,5,75,3,2,7,0,1,1,1,2,2,4,0,74,106
651782,6,75,3,2,7,0,1,1,1,2,2,4,0,122,122
654134,5,290,2,7,2,1,1,1,3,2,1,4,0,1053,1275
654134,6,290,2,7,2,1,1,1,1,2,1,4,0,846,1326
671482,3,637,2,2,3,0,1,1,1,2,1,3,0,116,139
671482,4,637,2,2,3,1,1,1,1,2,1,4,0,138,149
671482,5,637,2,2,3,0,1,1,3,2,1,3,0,211,132
671482,6,637,2,2,3,0,1,1,1,2,1,3,0,84,155
682651,2,872,3,4,7,0,1,1,3,2,2,4,0,273,221
682651,3,872,3,4,7,0,1,1,3,2,2,4,0,328,304
682651,4,872,3,4,7,0,1,1,1,2,2,4,0,290,251
682651,5,872,3,4,7,0,1,1,1,2,2,4,0,364,380
682651,6,872,3,4,7,0,1,1,1,2,2,4,0,53,99
683364,6,236,2,1,3,0,1,1,1,2,1,4,0,28,34
692703,5,807,2,1,3,0,1,1,1,2,1,4,0,464,557
692703,6,807,2,1,3,0,1,1,1,2,1,4,0,691,731
693436,6,12,3,1,3,1,1,1,1,2,1,4,0,258,374
713651,2,537,3,5,3,1,1,1,3,2,1,4,0,87,118
713651,3,537,3,5,3,1,1,1,3,2,1,4,0,106,93
713651,4,537,3,5,3,1,1,1,3,2,1,4,0,61,75
713651,5,537,3,5,3,1,1,1,1,2,1,4,0,49,24
713651,6,537,3,5,3,0,1,1,1,2,1,4,0,111,174
714152,2,750,2,4,6,0,1,1,3,2,1,4,0,404,247
714152,3,750,2,4,6,0,3,1,3,2,1,4,0,258,364
714152,4,750,2,4,6,0,3,1,1,2,1,4,0,399,314
714152,5,750,2,4,6,0,1,1,1,2,1,4,0,611,437
714152,6,750,2,4,6,0,1,1,1,2,1,4,0,556,645
714860,4,831,3,3,3,1,1,1,1,2,1,4,0,471,455
714860,5,831,3,3,3,1,1,1,3,2,1,4,0,1045,504
714860,6,831,3,3,3,1,1,1,1,2,1,4,0,233,313
732758,2,814,2,4,6,1,2,1,3,2,2,4,0,21,28
732758,3,814,2,4,6,1,2,1,3,2,2,4,0,21,28
732758,4,814,2,4,6,0,3,1,3,2,2,4,0,98,98
732758,5,814,2,4,6,0,2,1,1,2,2,4,0,133,77
732758,6,814,2,4,6,0,1,1,1,2,2,4,0,154,189
735971,2,761,3,2,3,1,1,1,3,2,1,4,0,1497,1170
735971,3,761,3,2,3,1,1,1,3,2,1,4,0,1394,1325
735971,4,761,3,2,3,1,1,1,1,2,1,4,0,1824,1651
735971,5,761,3,2,3,0,1,1,1,2,1,4,0,3811,3337
735971,6,761,3,2,3,1,1,1,1,2,1,4,0,2512,3267
736094,6,783,2,1,1,1,1,1,1,2,1,4,3,342,459
739296,4,290,2,7,1,1,1,1,3,2,1,4,3,822,762
739296,5,290,2,7,1,1,1,1,3,2,1,4,3,1110,882
739296,6,290,2,7,1,1,1,1,1,2,1,4,3,840,1314
741152,4,761,2,2,5,0,3,1,1,2,1,4,0,21,76
741152,5,761,2,2,5,0,1,1,1,2,1,4,0,387,710
741152,6,761,2,2,5,0,3,1,1,2,1,4,0,801,808
743957,6,450,3,2,3,1,1,1,1,2,1,4,0,608,899
745137,2,637,2,2,3,1,1,1,1,2,1,4,0,689,591
745137,3,637,3,2,3,1,1,1,1,2,1,4,0,507,771
745137,4,637,3,2,3,1,1,1,1,2,1,4,0,1099,1008
745137,5,637,3,2,3,1,1,1,1,2,1,4,0,1082,1098
745137,6,637,2,2,3,0,1,1,1,2,1,4,0,1222,1278
750340,5,864,2,1,3,0,1,1,1,2,1,4,0,181,200
750340,6,864,2,1,3,0,1,1,1,2,1,4,0,257,238
786351,2,836,3,3,3,1,1,1,3,2,1,4,0,274,307
786351,3,836,3,3,3,1,1,1,1,2,1,4,0,489,417
786351,4,836,3,3,3,1,1,1,3,2,1,4,0,1003,671
786351,5,836,3,3,3,1,1,1,3,2,1,4,0,664,651
786351,6,836,3,3,3,1,1,1,1,2,1,4,0,611,657
810398,5,750,2,4,3,1,1,1,1,2,1,4,0,105,96
810398,6,750,2,4,3,1,1,1,1,2,1,4,0,29,95
819061,2,831,2,3,4,1,1,1,3,2,1,4,0,719,562
819061,3,831,2,3,4,1,1,1,3,2,1,4,0,546,562
819061,4,831,2,3,4,1,3,1,3,2,1,4,0,632,749
819061,5,831,2,3,4,1,1,1,3,2,1,4,0,2910,1296
819061,6,831,2,3,4,1,1,1,1,2,1,4,0,553,562
851857,6,75,2,2,6,0,1,1,1,2,2,4,0,206,275
854079,3,537,3,5,3,1,1,1,1,2,1,4,0,397,373
854079,4,537,3,5,3,1,1,1,3,2,1,4,0,284,341
854079,5,537,3,5,3,1,1,1,3,2,1,4,0,275,202
854079,6,537,3,5,3,1,1,1,1,2,1,4,0,154,292
871642,3,637,2,2,5,0,3,1,1,2,1,4,0,241,136
871642,4,637,2,2,5,0,3,1,1,2,1,4,0,192,223
871642,5,637,2,2,5,0,3,1,1,2,1,4,0,224,298
871642,6,637,2,2,5,0,3,1,1,2,1,4,0,105,161
883691,2,750,3,4,5,0,1,1,3,2,1,4,0,243,223
883691,3,750,3,4,5,0,1,1,3,2,1,4,0,249,307
883691,4,750,3,4,5,0,1,1,1,2,1,4,0,345,261
883691,5,750,3,4,5,0,1,1,1,2,1,4,0,297,286
883691,6,750,3,4,5,0,1,1,1,2,1,4,0,351,334
905745,3,761,2,2,3,0,3,1,3,2,1,4,0,112,141
905745,4,761,2,2,3,0,1,1,1,2,1,4,0,142,113
905745,5,761,2,2,3,0,1,1,1,2,1,4,0,337,313
905745,6,761,2,2,3,0,1,1,1,2,1,4,0,207,172
914348,2,750,2,4,3,1,1,1,3,2,1,4,0,502,279
914348,3,750,2,4,3,1,1,1,3,2,1,4,0,306,371
914348,4,750,2,4,3,1,1,1,1,2,1,4,0,419,438
914348,5,750,2,4,3,0,1,1,1,2,1,4,0,707,605
914348,6,750,2,4,3,1,1,1,1,2,1,4,0,680,1024
923841,2,450,3,2,4,1,1,1,3,2,1,4,0,792,633
923841,3,450,3,2,4,1,1,1,3,2,1,4,0,713,703
923841,4,450,3,2,4,1,1,1,3,2,1,4,0,1056,791
923841,5,450,3,2,4,0,1,1,1,2,1,4,0,624,528
923841,6,450,3,2,4,0,1,1,1,2,1,4,0,395,396
924154,5,637,3,2,3,1,1,1,1,2,1,4,0,1192,1156
924154,6,637,3,2,3,1,1,1,1,2,1,4,0,1302,1274
948936,6,512,2,1,1,1,2,1,1,2,1,4,3,54,61
950264,6,498,2,1,4,0,1,1,1,2,1,4,0,893,779
953842,6,831,2,3,4,1,3,1,1,2,1,4,0,1123,1401
961362,2,692,2,5,4,1,1,1,3,2,1,4,0,40,68
961362,3,692,2,5,4,1,1,1,3,2,1,4,0,73,93
961362,4,692,2,5,4,1,1,1,3,2,1,4,0,67,47
961362,5,692,2,5,4,1,1,1,1,2,1,4,0,20,10
961362,6,692,2,5,4,1,1,1,1,2,1,4,0,46,114
961962,2,750,3,4,2,1,1,1,3,2,1,4,0,11,42
961962,3,750,3,4,2,1,1,1,3,2,1,4,0,207,259
961962,4,750,3,4,2,1,1,1,1,2,1,4,0,127,105
961962,5,750,3,4,2,1,1,1,3,2,1,4,0,111,106
961962,6,750,3,4,2,1,1,1,1,2,1,4,0,186,201
963845,4,836,2,3,3,1,1,1,3,2,1,4,0,55,194
963845,5,836,2,3,3,1,1,1,3,2,1,4,0,215,263
963845,6,836,2,3,3,1,1,1,1,2,1,4,0,490,421
978089,4,12,3,1,1,0,1,1,1,2,1,4,0,437,447
978089,5,12,3,1,1,0,1,1,1,2,1,4,0,790,659
978089,6,12,2,1,1,1,1,1,1,2,1,4,0,503,400
